1987,q3,131
1987,q4,117
1988,q1,125
1988,q2,70
1988,q3,136
1988,q4,111
1989,q1,128
1989,q2,71
1989,q3,105
1989,q4,107
1990,q1,125
1990,q2,55
1990,q3,124
1990,q4,97
1991,q1,109
1991,q2,60
1991,q3,125
1991,q4,109
1992,q1,117
1992,q2,69
1992,q3,135
1992,q4,103
1993,q1,108
1993,q2,76
1993,q3,151
1993,q4,123
1994,q1,143
1994,q2,75
1994,q3,153
1994,q4,128
1995,q1,134
1995,q2,94
1995,q3,175
1995,q4,143
1996,q1,152
1996,q2,87
1996,q3,177
1996,q4,177
1997,q1,171
1997,q2,91
1997,q3,192
1997,q4,156
1998,q1,185
1998,q2,101
1998,q3,215
1998,q4,169
1999,q1,185
1999,q2,88
1999,q3,205
1999,q4,193
2000,q1,207
2000,q2,112
2000,q3,235
2000,q4,172
2001,q1,249
2001,q2,89
2001,q3,250
2001,q4,211
2002,q1,268
2002,q2,116
2002,q3,248
2002,q4,220
2003,q1,236
2003,q2,137
2003,q3,266
2003,q4,192
2004,q1,287
2004,q2,145
2004,q3,286
2004,q4,226
2005,q1,309
2005,q2,165
2005,q3,345
2005,q4,245
2006,q1,331
2006,q2,165
2006,q3,405
2006,q4,316
2007,q1,367
2007,q2,183
2007,q3,406
2007,q4,295
2008,q1,422
2008,q2,154
2008,q3,447
2008,q4,377
2009,q1,447
2009,q2,222
2009,q3,457
2009,q4,407
2010,q1,351
2010,q2,223
2010,q3,461
2010,q4,405
2011,q1,380
2011,q2,226
2011,q3,537
2011,q4,454
2012,q1,380
2012,q2,220
2012,q3,561
2012,q4,439
2013,q1,415
2013,q2,271
2013,q3,605
2013,q4,506
2014,q1,435
2014,q2,330
2014,q3,637
2014,q4,488
2015,q1,457
2015,q2,300
2015,q3,614
2015,q4,485
2016,q1,403
2016,q2,270
2016,q3,491
2016,q4,394
2017,q1,251
2017,q2,142
2017,q3,120
2017,q4,11
2018,q1,1
2018,q2,2
2018,q4,2
2020,q4,1
