year,month,vote_average,drama
1972,8,6.145833333333333,0.375
1972,9,6.485714285714287,0.42857142857142855
1972,10,6.1923076923076925,0.6153846153846154
1972,11,5.413636363636364,0.5
1972,12,6.3374999999999995,0.4166666666666667
1973,1,5.6359375,0.375
1973,2,6.109523809523809,0.42857142857142855
1973,3,5.5718749999999995,0.25
1973,4,5.900000000000001,0.48148148148148145
1973,5,5.725806451612904,0.3870967741935484
1973,6,5.953846153846154,0.3076923076923077
1973,7,5.654545454545455,0.6363636363636364
1973,8,5.2375,0.5
1973,9,5.6,0.5263157894736842
1973,10,6.2875000000000005,0.75
1973,11,5.751724137931035,0.4827586206896552
1973,12,6.491428571428573,0.5428571428571428
1974,1,5.8047619047619055,0.5476190476190477
1974,2,5.89090909090909,0.36363636363636365
1974,3,5.4875,0.5
1974,4,5.39,0.5333333333333333
1974,5,4.9766666666666675,0.4666666666666667
1974,6,5.877272727272726,0.5
1974,7,5.59047619047619,0.23809523809523808
1974,8,5.504545454545454,0.5
1974,9,5.915384615384617,0.46153846153846156
1974,10,5.239393939393938,0.48484848484848486
1974,11,6.132,0.48
1974,12,6.291666666666668,0.4444444444444444
1975,1,4.987234042553192,0.40425531914893614
1975,2,4.5608695652173905,0.5652173913043478
1975,3,5.793333333333333,0.4
1975,4,5.372222222222222,0.5555555555555556
1975,5,5.292857142857143,0.6428571428571429
1975,6,6.157692307692306,0.5769230769230769
1975,7,6.2749999999999995,0.5625
1975,8,5.812,0.28
1975,9,5.9190476190476184,0.47619047619047616
1975,10,5.209090909090909,0.45454545454545453
1975,11,6.165000000000001,0.55
1975,12,4.845454545454546,0.5757575757575758
1976,1,4.7129032258064525,0.3548387096774194
1976,2,5.788235294117648,0.4117647058823529
1976,3,5.744827586206896,0.6896551724137931
1976,4,6.482142857142857,0.4642857142857143
1976,5,5.230769230769232,0.5
1976,6,5.713043478260871,0.43478260869565216
1976,7,5.227272727272727,0.22727272727272727
1976,8,6.2562500000000005,0.3125
1976,9,6.229166666666667,0.5833333333333334
1976,10,5.932258064516129,0.2903225806451613
1976,11,6.286206896551724,0.4827586206896552
1976,12,5.432432432432434,0.35135135135135137
1977,1,5.9363636363636365,0.45454545454545453
1977,2,5.488235294117646,0.47058823529411764
1977,3,6.20909090909091,0.5909090909090909
1977,4,5.777272727272727,0.45454545454545453
1977,5,5.953333333333333,0.5333333333333333
1977,6,6.017142857142859,0.45714285714285713
1977,7,5.958333333333332,0.2916666666666667
1977,8,6.300000000000001,0.22727272727272727
1977,9,4.664285714285714,0.4642857142857143
1977,10,5.8062499999999995,0.4375
1977,11,5.518181818181818,0.4090909090909091
1977,12,5.890625000000001,0.4375
1978,1,5.66,0.5666666666666667
1978,2,5.0875,0.5416666666666666
1978,3,6.192857142857143,0.5
1978,4,6.069565217391306,0.5217391304347826
1978,5,5.857692307692307,0.46153846153846156
1978,6,5.625,0.2916666666666667
1978,7,5.7043478260869565,0.30434782608695654
1978,8,5.43125,0.5
1978,9,5.671428571428572,0.6666666666666666
1978,10,5.847058823529411,0.3235294117647059
1978,11,5.48695652173913,0.30434782608695654
1978,12,4.644827586206896,0.5862068965517241
1979,1,5.132499999999999,0.375
1979,2,5.76875,0.625
1979,3,4.9750000000000005,0.3333333333333333
1979,4,5.606896551724139,0.4482758620689655
1979,5,5.8500000000000005,0.5769230769230769
1979,6,5.314285714285716,0.35714285714285715
1979,7,5.8999999999999995,0.42857142857142855
1979,8,5.7250000000000005,0.39285714285714285
1979,9,5.827777777777779,0.5
1979,10,6.046666666666667,0.5
1979,11,5.555555555555555,0.5555555555555556
1979,12,5.644444444444446,0.4444444444444444
1980,1,5.934375000000001,0.53125
1980,2,5.349999999999999,0.4666666666666667
1980,3,5.870000000000001,0.43333333333333335
1980,4,6.042857142857143,0.5
1980,5,5.574999999999999,0.4166666666666667
1980,6,5.667999999999999,0.32
1980,7,6.081818181818182,0.2727272727272727
1980,8,4.75909090909091,0.18181818181818182
1980,9,5.993023255813955,0.4186046511627907
1980,10,6.175862068965518,0.4827586206896552
1980,11,5.458064516129032,0.4838709677419355
1980,12,5.596875,0.375
1981,1,5.0600000000000005,0.32727272727272727
1981,2,5.694117647058823,0.23529411764705882
1981,3,6.161538461538462,0.46153846153846156
1981,4,6.111538461538462,0.34615384615384615
1981,5,5.915384615384617,0.4230769230769231
1981,6,6.055,0.2
1981,7,5.883333333333333,0.5
1981,8,5.928,0.4
1981,9,5.675,0.625
1981,10,5.784615384615386,0.41025641025641024
1981,11,5.777777777777777,0.3888888888888889
1981,12,5.896969696969696,0.5151515151515151
1982,1,5.837254901960784,0.3333333333333333
1982,2,6.447368421052633,0.6842105263157895
1982,3,5.612,0.4
1982,4,5.6000000000000005,0.35714285714285715
1982,5,5.854166666666667,0.3333333333333333
1982,6,6.403571428571428,0.39285714285714285
1982,7,5.7727272727272725,0.2727272727272727
1982,8,5.786363636363638,0.2727272727272727
1982,9,5.3599999999999985,0.6
1982,10,5.572222222222223,0.5
1982,11,5.506896551724139,0.41379310344827586
1982,12,5.917647058823531,0.38235294117647056
1983,1,6.020454545454545,0.22727272727272727
1983,2,6.080769230769231,0.5384615384615384
1983,3,5.841935483870969,0.4838709677419355
1983,4,5.827272727272727,0.6363636363636364
1983,5,6.091666666666666,0.625
1983,6,5.452173913043479,0.2608695652173913
1983,7,5.576190476190477,0.3333333333333333
1983,8,5.509375,0.28125
1983,9,5.839130434782609,0.5652173913043478
1983,10,6.339999999999999,0.5
1983,11,5.213043478260869,0.4782608695652174
1983,12,5.938235294117647,0.47058823529411764
1984,1,5.397297297297299,0.24324324324324326
1984,2,5.822222222222224,0.5925925925925926
1984,3,5.408695652173912,0.5652173913043478
1984,4,5.881818181818182,0.5
1984,5,6.072,0.44
1984,6,5.575862068965518,0.4482758620689655
1984,7,5.259090909090909,0.36363636363636365
1984,8,5.3515151515151524,0.3939393939393939
1984,9,6.172727272727273,0.6666666666666666
1984,10,5.929411764705883,0.47058823529411764
1984,11,5.678787878787878,0.36363636363636365
1984,12,6.196774193548387,0.41935483870967744
1985,1,5.872340425531915,0.3617021276595745
1985,2,6.404347826086957,0.4782608695652174
1985,3,5.513333333333334,0.3333333333333333
1985,4,5.574999999999999,0.3
1985,5,5.84074074074074,0.2962962962962963
1985,6,6.175000000000001,0.4166666666666667
1985,7,5.945454545454546,0.3181818181818182
1985,8,5.714285714285716,0.35714285714285715
1985,9,5.466666666666668,0.5925925925925926
1985,10,5.674285714285714,0.3142857142857143
1985,11,5.377777777777777,0.3333333333333333
1985,12,6.483870967741937,0.5483870967741935
1986,1,5.545454545454546,0.38181818181818183
1986,2,5.828571428571429,0.42857142857142855
1986,3,5.886666666666667,0.36666666666666664
1986,4,5.3,0.36363636363636365
1986,5,5.321212121212121,0.45454545454545453
1986,6,5.523076923076923,0.34615384615384615
1986,7,5.683333333333334,0.4444444444444444
1986,8,5.8625,0.425
1986,9,6.003846153846154,0.5769230769230769
1986,10,5.632000000000001,0.36
1986,11,5.196774193548387,0.5161290322580645
1986,12,4.8764705882352954,0.38235294117647056
1987,1,5.092537313432836,0.3880597014925373
1987,2,5.251612903225806,0.45161290322580644
1987,3,5.333333333333333,0.37037037037037035
1987,4,5.3625,0.3333333333333333
1987,5,5.7029411764705875,0.47058823529411764
1987,6,5.925925925925927,0.1111111111111111
1987,7,5.589285714285715,0.25
1987,8,5.85135135135135,0.43243243243243246
1987,9,5.7846153846153845,0.6153846153846154
1987,10,5.655,0.5
1987,11,5.415000000000001,0.425
1987,12,6.075675675675675,0.4594594594594595
1988,1,5.365671641791046,0.40298507462686567
1988,2,5.586666666666667,0.3333333333333333
1988,3,5.446428571428571,0.5357142857142857
1988,4,5.98125,0.34375
1988,5,5.35263157894737,0.4473684210526316
1988,6,5.999999999999999,0.32142857142857145
1988,7,5.5137931034482754,0.3448275862068966
1988,8,6.0612903225806445,0.4838709677419355
1988,9,5.891666666666668,0.5833333333333334
1988,10,5.822222222222222,0.4444444444444444
1988,11,5.935714285714284,0.5
1988,12,5.517021276595746,0.44680851063829785
1989,1,5.558571428571429,0.34285714285714286
1989,2,5.620000000000001,0.43333333333333335
1989,3,5.503571428571428,0.42857142857142855
1989,4,5.3052631578947365,0.34210526315789475
1989,5,5.830303030303031,0.3939393939393939
1989,6,5.9,0.3181818181818182
1989,7,6.095454545454547,0.2727272727272727
1989,8,5.715999999999999,0.52
1989,9,5.738888888888889,0.6388888888888888
1989,10,5.814634146341464,0.5121951219512195
1989,11,5.483870967741937,0.45161290322580644
1989,12,6.194285714285714,0.5142857142857142
1990,1,5.217857142857143,0.32142857142857145
1990,2,5.113888888888889,0.3333333333333333
1990,3,5.836363636363637,0.5151515151515151
1990,4,5.465217391304348,0.43478260869565216
1990,5,5.6499999999999995,0.28125
1990,6,5.814285714285715,0.23809523809523808
1990,7,5.5,0.25
1990,8,5.622222222222223,0.5
1990,9,5.987234042553191,0.6595744680851063
1990,10,5.547058823529411,0.5882352941176471
1990,11,5.984375000000001,0.53125
1990,12,5.6322580645161295,0.6451612903225806
1991,1,4.711320754716982,0.2830188679245283
1991,2,5.654166666666668,0.4583333333333333
1991,3,5.721875000000001,0.5
1991,4,5.800000000000001,0.4444444444444444
1991,5,5.7738095238095255,0.5238095238095238
1991,6,5.864999999999999,0.4
1991,7,5.706666666666667,0.43333333333333335
1991,8,5.65,0.3333333333333333
1991,9,5.60888888888889,0.5111111111111111
1991,10,6.060526315789474,0.5789473684210527
1991,11,5.678378378378378,0.4864864864864865
1991,12,5.676470588235294,0.38235294117647056
1992,1,4.491803278688525,0.39344262295081966
1992,2,5.773913043478261,0.5217391304347826
1992,3,5.596969696969697,0.5454545454545454
1992,4,5.534285714285716,0.4857142857142857
1992,5,5.9264705882352935,0.5588235294117647
1992,6,5.722222222222222,0.2777777777777778
1992,7,5.7370370370370365,0.14814814814814814
1992,8,5.675,0.375
1992,9,6.308620689655172,0.6724137931034483
1992,10,5.846153846153846,0.48717948717948717
1992,11,5.836363636363637,0.2727272727272727
1992,12,6.047619047619048,0.6428571428571429
1993,1,5.6754385964912295,0.5087719298245614
1993,2,5.51851851851852,0.5555555555555556
1993,3,5.8374999999999995,0.4166666666666667
1993,4,5.565000000000001,0.6
1993,5,6.022222222222222,0.5
1993,6,5.7703703703703715,0.5185185185185185
1993,7,5.688000000000001,0.48
1993,8,5.491428571428571,0.45714285714285713
1993,9,5.606250000000003,0.65625
1993,10,5.483720930232559,0.4418604651162791
1993,11,5.205405405405407,0.4864864864864865
1993,12,6.293023255813953,0.5116279069767442
1994,1,5.333802816901409,0.4084507042253521
1994,2,5.980555555555556,0.5277777777777778
1994,3,5.494444444444444,0.4166666666666667
1994,4,4.959999999999999,0.4857142857142857
1994,5,5.717499999999999,0.4
1994,6,5.6241379310344835,0.41379310344827586
1994,7,5.725,0.6111111111111112
1994,8,5.200000000000001,0.4642857142857143
1994,9,6.153333333333333,0.5833333333333334
1994,10,5.638095238095238,0.42857142857142855
1994,11,5.715384615384615,0.38461538461538464
1994,12,5.768085106382978,0.5106382978723404
1995,1,5.620289855072464,0.5072463768115942
1995,2,5.585714285714287,0.4642857142857143
1995,3,6.213513513513515,0.4864864864864865
1995,4,5.7883720930232565,0.4186046511627907
1995,5,5.594117647058825,0.6078431372549019
1995,6,5.8,0.5666666666666667
1995,7,5.904000000000001,0.32
1995,8,5.651162790697675,0.5348837209302325
1995,9,5.706493506493506,0.5844155844155844
1995,10,6.023529411764705,0.5294117647058824
1995,11,5.402380952380951,0.4523809523809524
1995,12,6.119999999999999,0.42
1996,1,5.2514705882352954,0.5441176470588235
1996,2,5.756097560975611,0.6097560975609756
1996,3,5.576744186046513,0.4883720930232558
1996,4,5.4,0.5263157894736842
1996,5,5.940816326530613,0.5510204081632653
1996,6,5.820512820512819,0.5641025641025641
1996,7,5.726086956521739,0.5217391304347826
1996,8,5.560784313725491,0.5882352941176471
1996,9,5.6078125000000005,0.703125
1996,10,5.2196969696969715,0.4696969696969697
1996,11,5.290909090909092,0.4909090909090909
1996,12,5.389285714285715,0.5357142857142857
1997,1,5.134782608695652,0.40217391304347827
1997,2,5.308571428571428,0.5142857142857142
1997,3,5.347727272727272,0.4772727272727273
1997,4,5.873809523809525,0.5238095238095238
1997,5,5.538775510204081,0.4897959183673469
1997,6,6.051612903225808,0.45161290322580644
1997,7,5.628205128205129,0.358974358974359
1997,8,5.908928571428574,0.5357142857142857
1997,9,5.81060606060606,0.5757575757575758
1997,10,5.627118644067797,0.5423728813559322
1997,11,5.863043478260872,0.5217391304347826
1997,12,5.762745098039216,0.5294117647058824
1998,1,5.098148148148147,0.37037037037037035
1998,2,6.043750000000002,0.46875
1998,3,5.580000000000001,0.5111111111111111
1998,4,5.49,0.54
1998,5,5.684313725490196,0.5490196078431373
1998,6,5.841666666666668,0.3888888888888889
1998,7,5.8,0.47368421052631576
1998,8,5.36851851851852,0.5
1998,9,6.12528735632184,0.6551724137931034
1998,10,5.984126984126985,0.5714285714285714
1998,11,5.562264150943395,0.5849056603773585
1998,12,5.862264150943397,0.39622641509433965
1999,1,4.925,0.3958333333333333
1999,2,5.928571428571429,0.5714285714285714
1999,3,5.706382978723404,0.3829787234042553
1999,4,5.951063829787234,0.574468085106383
1999,5,5.497560975609756,0.8048780487804879
1999,6,5.677142857142857,0.42857142857142855
1999,7,5.595121951219513,0.34146341463414637
1999,8,6.159183673469389,0.40816326530612246
1999,9,6.02875,0.6125
1999,10,5.525974025974028,0.4935064935064935
1999,11,5.910714285714289,0.5178571428571429
1999,12,5.686666666666667,0.5166666666666667
2000,1,5.410784313725491,0.5294117647058824
2000,2,5.3826086956521735,0.5
2000,3,5.466101694915253,0.4745762711864407
2000,4,5.549019607843136,0.6470588235294118
2000,5,6.054098360655738,0.6885245901639344
2000,6,5.226530612244899,0.6530612244897959
2000,7,5.578378378378377,0.35135135135135137
2000,8,5.632142857142857,0.48214285714285715
2000,9,5.920430107526882,0.6236559139784946
2000,10,5.531506849315068,0.4931506849315068
2000,11,5.525641025641025,0.46153846153846156
2000,12,5.535000000000001,0.5
2001,1,5.345578231292516,0.5170068027210885
2001,2,5.8025,0.55
2001,3,5.701612903225806,0.45161290322580644
2001,4,5.200000000000001,0.6153846153846154
2001,5,6.04054054054054,0.6216216216216216
2001,6,5.249999999999999,0.64
2001,7,6.048648648648649,0.24324324324324326
2001,8,5.833846153846156,0.5384615384615384
2001,9,6.039795918367348,0.6020408163265306
2001,10,5.630120481927712,0.46987951807228917
2001,11,5.783333333333334,0.45454545454545453
2001,12,5.9709677419354845,0.3709677419354839
2002,1,5.577922077922077,0.4935064935064935
2002,2,5.664,0.5
2002,3,5.5359375,0.484375
2002,4,5.41875,0.5833333333333334
2002,5,5.835294117647058,0.6323529411764706
2002,6,5.161290322580644,0.5806451612903226
2002,7,5.60888888888889,0.3111111111111111
2002,8,5.370588235294117,0.5490196078431373
2002,9,5.924444444444446,0.6666666666666666
2002,10,5.717777777777777,0.4777777777777778
2002,11,5.81818181818182,0.5454545454545454
2002,12,5.953125000000002,0.5625
2003,1,5.627559055118111,0.5354330708661418
2003,2,5.622000000000001,0.54
2003,3,5.386440677966102,0.3050847457627119
2003,4,5.659375,0.421875
2003,5,5.843835616438358,0.5205479452054794
2003,6,5.620754716981133,0.39622641509433965
2003,7,5.014285714285715,0.3333333333333333
2003,8,5.786666666666667,0.48
2003,9,5.914583333333332,0.625
2003,10,5.932467532467532,0.4805194805194805
2003,11,5.834545454545455,0.36363636363636365
2003,12,5.68166666666667,0.48333333333333334
2004,1,5.625949367088608,0.4430379746835443
2004,2,5.728125000000001,0.546875
2004,3,5.727692307692308,0.4461538461538462
2004,4,5.731343283582089,0.44776119402985076
2004,5,5.792307692307691,0.6153846153846154
2004,6,5.542857142857143,0.44642857142857145
2004,7,5.7860000000000005,0.52
2004,8,5.67741935483871,0.5161290322580645
2004,9,5.929661016949153,0.6440677966101694
2004,10,5.809411764705882,0.6235294117647059
2004,11,5.621621621621623,0.4864864864864865
2004,12,5.8999999999999995,0.5074626865671642
2005,1,5.567630057803467,0.4682080924855491
2005,2,5.758928571428572,0.6428571428571429
2005,3,5.523749999999998,0.4625
2005,4,5.243037974683545,0.46835443037974683
2005,5,5.920930232558141,0.6046511627906976
2005,6,5.307792207792206,0.5324675324675324
2005,7,5.515384615384615,0.46153846153846156
2005,8,5.693939393939394,0.45454545454545453
2005,9,5.996350364963503,0.6642335766423357
2005,10,5.727586206896553,0.5287356321839081
2005,11,5.854216867469881,0.5180722891566265
2005,12,5.835999999999999,0.52
2006,1,5.483229813664596,0.453416149068323
2006,2,5.6890624999999995,0.640625
2006,3,5.602830188679244,0.4716981132075472
2006,4,5.793406593406594,0.3626373626373626
2006,5,5.983783783783784,0.44594594594594594
2006,6,5.472277227722773,0.42574257425742573
2006,7,5.691935483870969,0.5161290322580645
2006,8,5.717045454545457,0.45454545454545453
2006,9,6.051298701298697,0.5844155844155844
2006,10,5.618181818181817,0.4772727272727273
2006,11,5.4478723404255325,0.5531914893617021
2006,12,5.714444444444445,0.5111111111111111
2007,1,5.49109947643979,0.39790575916230364
2007,2,5.724137931034485,0.5632183908045977
2007,3,5.747191011235956,0.48314606741573035
2007,4,5.211235955056178,0.5168539325842697
2007,5,5.667021276595744,0.6063829787234043
2007,6,5.653846153846154,0.4945054945054945
2007,7,5.858208955223882,0.3582089552238806
2007,8,5.9255555555555555,0.5444444444444444
2007,9,5.896835443037971,0.5632911392405063
2007,10,5.425641025641026,0.5042735042735043
2007,11,5.838144329896907,0.4948453608247423
2007,12,6.00493827160494,0.43209876543209874
2008,1,5.488986784140964,0.43612334801762115
2008,2,5.489423076923076,0.46153846153846156
2008,3,5.200000000000001,0.4725274725274725
2008,4,5.270731707317072,0.3902439024390244
2008,5,5.788888888888888,0.6111111111111112
2008,6,5.45925925925926,0.3950617283950617
2008,7,5.756666666666667,0.43333333333333335
2008,8,5.610655737704919,0.4918032786885246
2008,9,5.883116883116882,0.5714285714285714
2008,10,5.670909090909088,0.4303030303030303
2008,11,5.8443396226415105,0.49056603773584906
2008,12,5.900000000000002,0.44339622641509435
2009,1,5.430875576036862,0.45161290322580644
2009,2,5.690000000000001,0.4666666666666667
2009,3,5.674545454545454,0.44545454545454544
2009,4,5.494354838709677,0.4435483870967742
2009,5,5.768367346938774,0.5102040816326531
2009,6,5.378651685393257,0.42696629213483145
2009,7,5.635135135135134,0.4189189189189189
2009,8,5.764485981308411,0.40186915887850466
2009,9,5.74224598930481,0.5401069518716578
2009,10,5.567777777777776,0.43333333333333335
2009,11,5.693382352941176,0.4411764705882353
2009,12,5.685714285714284,0.46153846153846156
2010,1,5.501273885350313,0.31210191082802546
2010,2,5.550980392156862,0.4411764705882353
2010,3,5.8826086956521735,0.42391304347826086
2010,4,5.754,0.4
2010,5,5.701626016260163,0.5609756097560976
2010,6,6.077064220183488,0.45871559633027525
2010,7,5.65,0.425
2010,8,5.795098039215689,0.4803921568627451
2010,9,5.935882352941176,0.611764705882353
2010,10,5.631770833333334,0.40625
2010,11,5.725000000000001,0.44642857142857145
2010,12,5.966336633663368,0.37623762376237624
2011,1,5.371724137931029,0.4206896551724138
2011,2,5.811428571428566,0.3619047619047619
2011,3,5.722307692307694,0.4846153846153846
2011,4,5.801470588235293,0.4117647058823529
2011,5,5.856666666666668,0.5222222222222223
2011,6,5.675490196078431,0.4117647058823529
2011,7,5.669696969696968,0.40404040404040403
2011,8,5.988775510204083,0.45918367346938777
2011,9,5.794117647058821,0.5210084033613446
2011,10,5.575842696629212,0.42134831460674155
2011,11,5.835151515151513,0.46060606060606063
2011,12,5.657657657657658,0.4144144144144144
2012,1,5.524242424242421,0.3484848484848485
2012,2,5.649999999999999,0.46875
2012,3,5.512499999999997,0.39473684210526316
2012,4,5.670909090909092,0.36363636363636365
2012,5,5.704545454545453,0.4636363636363636
2012,6,5.550000000000001,0.41379310344827586
2012,7,5.551807228915662,0.37349397590361444
2012,8,5.755319148936172,0.375886524822695
2012,9,5.918552036199096,0.502262443438914
2012,10,5.626815642458098,0.3407821229050279
2012,11,5.732484076433121,0.4140127388535032
2012,12,5.650485436893205,0.3883495145631068
2013,1,5.591891891891892,0.43243243243243246
2013,2,5.606034482758618,0.43103448275862066
2013,3,5.587417218543044,0.3576158940397351
2013,4,5.711612903225805,0.43870967741935485
2013,5,5.646551724137929,0.4224137931034483
2013,6,5.719354838709678,0.3951612903225806
2013,7,5.76806722689076,0.3445378151260504
2013,8,6.023188405797103,0.43478260869565216
2013,9,5.888839285714284,0.48660714285714285
2013,10,6.0057777777777765,0.44
2013,11,6.145394736842105,0.4144736842105263
2013,12,5.993798449612398,0.4263565891472868
2014,1,5.766442953020134,0.3624161073825503
2014,2,5.611199999999999,0.432
2014,3,5.59254658385093,0.391304347826087
2014,4,5.6724489795918345,0.40816326530612246
2014,5,5.911194029850746,0.5
2014,6,5.666929133858268,0.3858267716535433
2014,7,5.68611111111111,0.37037037037037035
2014,8,5.759036144578312,0.4397590361445783
2014,9,5.672033898305085,0.4872881355932203
2014,10,5.662393162393162,0.4017094017094017
2014,11,5.7145985401459845,0.36496350364963503
2014,12,5.709401709401709,0.4017094017094017
2015,1,5.781595092024538,0.37423312883435583
2015,2,5.608633093525177,0.4028776978417266
2015,3,5.6993548387096755,0.4064516129032258
2015,4,5.793975903614454,0.45180722891566266
2015,5,5.798507462686567,0.4701492537313433
2015,6,5.872602739726027,0.4178082191780822
2015,7,5.675206611570249,0.3305785123966942
2015,8,5.834838709677417,0.45161290322580644
2015,9,5.9609375,0.515625
2015,10,5.7077981651376115,0.38073394495412843
2015,11,6.0211538461538465,0.34615384615384615
2015,12,5.940540540540541,0.40540540540540543
2016,1,5.669064748201439,0.4172661870503597
2016,2,5.867199999999999,0.488
2016,3,5.956834532374098,0.41007194244604317
2016,4,5.909433962264151,0.4276729559748428
2016,5,5.728828828828828,0.3783783783783784
2016,6,5.914912280701752,0.3157894736842105
2016,7,5.65204081632653,0.336734693877551
2016,8,5.487500000000002,0.4375
2016,9,6.205988023952095,0.46706586826347307
2016,10,6.067058823529409,0.34705882352941175
2016,11,5.997599999999999,0.544
2016,12,5.8010101010101005,0.40404040404040403
2017,1,5.897701149425289,0.3793103448275862
2017,2,6.03943661971831,0.38028169014084506
2017,3,6.0139784946236565,0.3870967741935484
2017,4,6.255844155844158,0.44155844155844154
2017,5,6.0369230769230775,0.36923076923076925
2017,6,6.0661538461538465,0.38461538461538464
2017,7,6.036363636363636,0.3939393939393939
2017,8,6.411111111111111,0.5555555555555556
2017,9,4.725,0.5
2017,10,0.0,0.25
2017,11,0.0,0.0
2017,12,0.0,0.0
2018,3,0.0,0.0
2018,4,0.0,1.0
2018,11,0.0,0.0
2018,12,0.0,1.0
2020,12,0.0,0.0
